date,state,cases,deaths,accumulated_cases,accumulated_deaths
2020-04-15,Florida,906,43,22526,613
2020-04-16,Florida,806,54,23332,667
2020-04-17,Florida,1413,58,24745,725
2020-04-18,Florida,739,22,25484,747
2020-04-19,Florida,822,26,26306,773
2020-04-20,Florida,744,49,27050,822
2020-04-21,Florida,811,44,27861,866
2020-04-22,Florida,440,60,28301,926
2020-04-23,Florida,1339,60,29640,986
2020-04-24,Florida,885,59,30525,1045
2020-04-25,Florida,306,9,30831,1054
2020-04-26,Florida,689,19,31520,1073
2020-04-27,Florida,610,14,32130,1087
2020-04-28,Florida,708,83,32838,1170
2020-04-29,Florida,347,46,33185,1216
2020-04-30,Florida,498,51,33683,1267
2020-05-01,Florida,1037,46,34720,1313
2020-05-02,Florida,735,50,35455,1363
2020-05-03,Florida,615,15,36070,1378
2020-05-04,Florida,819,20,36889,1398
2020-05-05,Florida,542,72,37431,1470
2020-05-06,Florida,563,68,37994,1538
2020-05-07,Florida,826,61,38820,1599
2020-05-08,Florida,371,69,39191,1668
2020-05-09,Florida,802,46,39993,1714
2020-05-10,Florida,595,6,40588,1720
2020-05-11,Florida,386,14,40974,1734
2020-05-12,Florida,941,44,41915,1778
2020-05-13,Florida,479,48,42394,1826
2020-05-14,Florida,808,48,43202,1874
2020-05-15,Florida,928,42,44130,1916
2020-05-16,Florida,673,47,44803,1963
2020-05-17,Florida,777,9,45580,1972
2020-05-18,Florida,854,24,46434,1996
2020-05-19,Florida,502,55,46936,2051
2020-05-20,Florida,527,44,47463,2095
2020-05-21,Florida,1204,48,48667,2143
2020-05-22,Florida,776,46,49443,2189
2020-05-23,Florida,676,43,50119,2232
2020-05-24,Florida,740,4,50859,2236
2020-05-25,Florida,879,15,51738,2251
2020-05-26,Florida,509,7,52247,2258
2020-05-27,Florida,379,60,52626,2318
2020-05-28,Florida,651,45,53277,2363
2020-05-29,Florida,1212,49,54489,2412
2020-05-30,Florida,927,34,55416,2446
2020-05-31,Florida,739,4,56155,2450
2020-06-01,Florida,667,9,56822,2459
2020-06-02,Florida,617,70,57439,2529
2020-06-03,Florida,1317,36,58756,2565
2020-06-04,Florida,1419,41,60175,2606
2020-06-05,Florida,1305,53,61480,2659
2020-06-06,Florida,1270,28,62750,2687
2020-06-07,Florida,1180,12,63930,2699
2020-06-08,Florida,966,12,64896,2711
2020-06-09,Florida,1096,53,65992,2764
2020-06-10,Florida,1371,36,67363,2800
2020-06-11,Florida,1698,47,69061,2847
2020-06-12,Florida,1902,29,70963,2876
2020-06-13,Florida,2581,48,73544,2924
2020-06-14,Florida,2016,6,75560,2930
2020-06-15,Florida,1758,7,77318,2937
2020-06-16,Florida,2783,55,80101,2992
2020-06-17,Florida,2610,25,82711,3017
2020-06-18,Florida,3207,43,85918,3060
2020-06-19,Florida,3822,43,89740,3103
2020-06-20,Florida,4049,40,93789,3143
2020-06-21,Florida,3494,17,97283,3160
2020-06-22,Florida,2926,12,100209,3172
2020-06-23,Florida,3286,65,103495,3237
2020-06-24,Florida,5511,43,109006,3280
2020-06-25,Florida,5004,46,114010,3326
2020-06-26,Florida,8942,39,122952,3365
2020-06-27,Florida,9585,24,132537,3389
2020-06-28,Florida,8530,29,141067,3418
2020-06-29,Florida,5266,28,146333,3446
2020-06-30,Florida,6093,58,152426,3504
2020-07-01,Florida,6563,45,158989,3549
2020-07-02,Florida,10109,67,169098,3616
2020-07-03,Florida,9488,67,178586,3683
2020-07-04,Florida,11458,18,190044,3701
2020-07-05,Florida,10059,29,200103,3730
2020-07-06,Florida,6336,47,206439,3777
2020-07-07,Florida,7347,63,213786,3840
2020-07-08,Florida,9989,48,223775,3888
2020-07-09,Florida,8935,120,232710,4008
2020-07-10,Florida,11433,93,244143,4101
2020-07-11,Florida,10360,95,254503,4196
2020-07-12,Florida,15300,45,269803,4241
2020-07-13,Florida,12624,35,282427,4276
2020-07-14,Florida,9194,132,291621,4408
2020-07-15,Florida,10181,112,301802,4520
2020-07-16,Florida,13965,156,315767,4676
2020-07-17,Florida,11466,128,327233,4804
2020-07-18,Florida,10328,90,337561,4894
2020-07-19,Florida,12478,87,350039,4981
2020-07-20,Florida,10347,90,360386,5071
2020-07-21,Florida,9440,134,369826,5205
2020-07-22,Florida,9785,139,379611,5344
2020-07-23,Florida,10249,173,389860,5517
2020-07-24,Florida,12444,135,402304,5652
2020-07-25,Florida,12199,124,414503,5776
2020-07-26,Florida,9344,77,423847,5853
2020-07-27,Florida,8892,77,432739,5930
2020-07-28,Florida,9230,186,441969,6116
2020-07-29,Florida,9446,216,451415,6332
2020-07-30,Florida,9956,253,461371,6585
2020-07-31,Florida,9007,257,470378,6842
2020-08-01,Florida,9642,179,480020,7021
2020-08-02,Florida,7104,62,487124,7083
2020-08-03,Florida,4752,73,491876,7156
2020-08-04,Florida,5446,245,497322,7401
2020-08-05,Florida,5409,225,502731,7626
2020-08-06,Florida,7650,120,510381,7746
2020-08-07,Florida,7686,180,518067,7926
2020-08-08,Florida,8502,182,526569,8108
2020-08-09,Florida,6229,77,532798,8185
2020-08-10,Florida,4155,91,536953,8276
2020-08-11,Florida,5831,276,542784,8552
2020-08-12,Florida,8109,212,550893,8764
2020-08-13,Florida,6236,148,557129,8912
2020-08-14,Florida,6148,228,563277,9140
2020-08-15,Florida,6352,204,569629,9344
2020-08-16,Florida,3779,107,573408,9451
2020-08-17,Florida,2678,87,576086,9538
2020-08-18,Florida,3838,219,579924,9757
2020-08-19,Florida,4115,174,584039,9931
2020-08-20,Florida,4555,117,588594,10048
2020-08-21,Florida,4684,119,593278,10167
2020-08-22,Florida,4311,106,597589,10273
2020-08-23,Florida,2974,51,600563,10324
2020-08-24,Florida,2258,72,602821,10396
2020-08-25,Florida,2673,183,605494,10579
2020-08-26,Florida,3220,153,608714,10732
2020-08-27,Florida,3269,135,611983,10867
2020-08-28,Florida,3815,89,615798,10956
2020-08-29,Florida,3197,148,618995,11104
2020-08-30,Florida,2583,14,621578,11118
2020-08-31,Florida,1885,68,623463,11186
2020-09-01,Florida,7569,187,631032,11373
2020-09-02,Florida,2402,127,633434,11500
2020-09-03,Florida,3571,149,637005,11649
2020-09-04,Florida,3198,100,640203,11749
2020-09-05,Florida,3656,61,643859,11810
2020-09-06,Florida,2564,38,646423,11848
2020-09-07,Florida,1838,22,648261,11870
2020-09-08,Florida,1823,44,650084,11914
2020-09-09,Florida,2056,200,652140,12114
2020-09-10,Florida,2583,211,654723,12325
2020-09-11,Florida,3650,176,658373,12501
2020-09-12,Florida,3190,98,661563,12599
2020-09-13,Florida,2423,8,663986,12607
2020-09-14,Florida,1736,34,665722,12641
2020-09-15,Florida,3116,145,668838,12786
2020-09-16,Florida,2355,152,671193,12938
2020-09-17,Florida,3255,147,674448,13085
2020-09-18,Florida,3204,139,677652,13224
2020-09-19,Florida,3573,62,681225,13286
2020-09-20,Florida,2521,9,683746,13295
2020-09-21,Florida,1685,21,685431,13316
2020-09-22,Florida,2470,99,687901,13415
2020-09-23,Florida,2590,202,690491,13617
2020-09-24,Florida,2541,177,693032,13794
2020-09-25,Florida,2847,120,695879,13914
2020-09-26,Florida,2795,107,698674,14021
2020-09-27,Florida,1882,10,700556,14031
2020-09-28,Florida,738,5,701294,14036
2020-09-29,Florida,3266,106,704560,14142
2020-09-30,Florida,1948,174,706508,14316
2020-10-01,Florida,2628,127,709136,14443
2020-10-02,Florida,2660,110,711796,14553
2020-10-03,Florida,2787,74,714583,14627
2020-10-04,Florida,1868,43,716451,14670
2020-10-05,Florida,1415,41,717866,14711
2020-10-06,Florida,2251,55,720117,14766
2020-10-07,Florida,2582,137,722699,14903
2020-10-08,Florida,3306,164,726005,15067
2020-10-09,Florida,2908,118,728913,15185
2020-10-10,Florida,0,0,728913,15185
2020-10-11,Florida,5570,178,734483,15363
2020-10-12,Florida,1533,48,736016,15411
2020-10-13,Florida,2725,119,738741,15530
2020-10-14,Florida,2883,64,741624,15594
2020-10-15,Florida,3356,141,744980,15735
2020-10-16,Florida,3449,94,748429,15829
2020-10-17,Florida,4044,87,752473,15916
2020-10-18,Florida,2539,50,755012,15966
2020-10-19,Florida,1707,54,756719,16020
2020-10-20,Florida,3662,84,760381,16104
2020-10-21,Florida,2144,105,762525,16209
2020-10-22,Florida,5558,57,768083,16266
2020-10-23,Florida,3689,73,771772,16339
2020-10-24,Florida,4471,77,776243,16416
2020-10-25,Florida,2385,12,778628,16428
2020-10-26,Florida,3377,20,782005,16448
2020-10-27,Florida,4298,56,786303,16504
2020-10-28,Florida,4115,66,790418,16570
2020-10-29,Florida,4198,77,794616,16647
2020-10-30,Florida,5592,72,800208,16719
2020-10-31,Florida,2331,41,802539,16760
2020-11-01,Florida,4865,28,807404,16788
2020-11-02,Florida,4651,45,812055,16833
2020-11-03,Florida,4637,56,816692,16889
2020-11-04,Florida,4423,32,821115,16921
2020-11-05,Florida,6257,39,827372,16960
2020-11-06,Florida,5245,53,832617,17013
2020-11-07,Florida,4452,86,837069,17099
2020-11-08,Florida,6820,21,843889,17120
2020-11-09,Florida,3924,58,847813,17178
2020-11-10,Florida,4353,69,852166,17247
2020-11-11,Florida,5838,52,858004,17299
2020-11-12,Florida,5607,72,863611,17371
2020-11-13,Florida,6933,73,870544,17444
2020-11-14,Florida,4544,44,875088,17488
2020-11-15,Florida,10105,29,885193,17517
2020-11-16,Florida,4663,41,889856,17558
2020-11-17,Florida,7459,85,897315,17643
2020-11-18,Florida,7925,87,905240,17730
2020-11-19,Florida,9085,79,914325,17809
2020-11-20,Florida,9085,79,923410,17888
2020-11-21,Florida,8409,41,931819,17929
2020-11-22,Florida,6587,61,938406,17990
2020-11-23,Florida,6331,94,944737,18084
2020-11-24,Florida,8555,72,953292,18156
2020-11-25,Florida,8376,97,961668,18253
2020-11-26,Florida,0,0,961668,18253
2020-11-27,Florida,17344,109,979012,18362
2020-11-28,Florida,6277,79,985289,18441
2020-11-29,Florida,7363,58,992652,18499
2020-11-30,Florida,6659,97,999311,18596
2020-12-01,Florida,8847,82,1008158,18678
2020-12-02,Florida,9994,97,1018152,18775
2020-12-03,Florida,10870,98,1029022,18873
2020-12-04,Florida,10177,120,1039199,18993
2020-12-05,Florida,10431,90,1049630,19083
2020-12-06,Florida,8436,93,1058066,19176
2020-12-07,Florida,7711,105,1065777,19281
2020-12-08,Florida,7985,96,1073762,19377
2020-12-09,Florida,9592,84,1083354,19461
2020-12-10,Florida,11335,129,1094689,19590
2020-12-11,Florida,11699,123,1106388,19713
2020-12-12,Florida,10577,71,1116965,19784
2020-12-13,Florida,8958,81,1125923,19865
2020-12-14,Florida,8452,137,1134375,20002
2020-12-15,Florida,9411,79,1143786,20081
2020-12-16,Florida,11541,122,1155327,20203
2020-12-17,Florida,13148,101,1168475,20304
2020-12-18,Florida,13000,96,1181475,20400
2020-12-19,Florida,11682,72,1193157,20472
2020-12-20,Florida,8401,95,1201558,20567
2020-12-21,Florida,11015,112,1212573,20679
2020-12-22,Florida,10434,74,1223007,20753
2020-12-23,Florida,11384,120,1234391,20873
2020-12-24,Florida,13147,121,1247538,20994
2020-12-25,Florida,0,0,1247538,20994
2020-12-26,Florida,17042,140,1264580,21134
2020-12-27,Florida,7391,77,1271971,21211
2020-12-28,Florida,8198,96,1280169,21307
2020-12-29,Florida,12075,101,1292244,21408
2020-12-30,Florida,13871,137,1306115,21545
2020-12-31,Florida,17192,127,1323307,21672
2021-01-01,Florida,0,0,1323307,21672
2021-01-02,Florida,31518,217,1354825,21889
2021-01-03,Florida,10603,97,1365428,21986
2021-01-04,Florida,11256,103,1376684,22089
2021-01-05,Florida,15431,98,1392115,22187
2021-01-06,Florida,17783,129,1409898,22316
2021-01-07,Florida,19816,164,1429714,22480
2021-01-08,Florida,19530,185,1449244,22665
2021-01-09,Florida,15445,138,1464689,22803
2021-01-10,Florida,12313,108,1477002,22911
2021-01-11,Florida,11576,159,1488578,23070
2021-01-12,Florida,14896,156,1503474,23226
2021-01-13,Florida,13990,169,1517464,23395
2021-01-14,Florida,13720,217,1531184,23612
2021-01-15,Florida,16875,186,1548059,23798
2021-01-16,Florida,12119,205,1560178,24003
2021-01-17,Florida,11093,133,1571271,24136
2021-01-18,Florida,8002,137,1579273,24273
2021-01-19,Florida,9816,162,1589089,24435
2021-01-20,Florida,11914,142,1601003,24577
2021-01-21,Florida,12873,161,1613876,24738
2021-01-22,Florida,13719,272,1627595,25010
2021-01-23,Florida,12311,153,1639906,25163
2021-01-24,Florida,9535,129,1649441,25292
2021-01-25,Florida,8720,153,1658161,25445
2021-01-26,Florida,9594,227,1667755,25672
2021-01-27,Florida,8408,160,1676163,25832
2021-01-28,Florida,11423,202,1687586,26034
2021-01-29,Florida,10976,219,1698562,26253
2021-01-30,Florida,15019,106,1713581,26359
2021-01-31,Florida,7788,119,1721369,26478
2021-02-01,Florida,5730,206,1727099,26684
2021-02-02,Florida,10533,137,1737632,26821
2021-02-03,Florida,6979,197,1744611,27018
2021-02-04,Florida,7711,228,1752322,27246
2021-02-05,Florida,11543,210,1763865,27456
2021-02-06,Florida,7486,142,1771351,27598
2021-02-07,Florida,6624,97,1777975,27695
2021-02-08,Florida,5737,119,1783712,27814
2021-02-09,Florida,7023,233,1790735,28047
2021-02-10,Florida,7537,160,1798272,28207
2021-02-11,Florida,8525,174,1806797,28381
2021-02-12,Florida,7617,183,1814414,28564
2021-02-13,Florida,7515,118,1821929,28682
2021-02-14,Florida,5436,96,1827365,28778
2021-02-15,Florida,3615,155,1830980,28933
2021-02-16,Florida,6297,220,1837277,29153
2021-02-17,Florida,7342,157,1844619,29310
2021-02-18,Florida,5117,163,1849736,29473
2021-02-19,Florida,6683,218,1856419,29691
2021-02-20,Florida,7280,121,1863699,29812
2021-02-21,Florida,5065,93,1868764,29905
2021-02-22,Florida,4151,159,1872915,30064
2021-02-23,Florida,5610,148,1878525,30212
2021-02-24,Florida,7128,127,1885653,30339
2021-02-25,Florida,6640,138,1892293,30477
2021-02-26,Florida,5922,146,1898215,30623
2021-02-27,Florida,5459,110,1903674,30733
2021-02-28,Florida,5539,118,1909213,30851
2021-03-01,Florida,1700,147,1910913,30998
2021-03-02,Florida,7179,136,1918092,31134
2021-03-03,Florida,6014,132,1924106,31266
2021-03-04,Florida,6118,120,1930224,31386
2021-03-05,Florida,5975,135,1936199,31521
2021-03-06,Florida,4690,98,1940889,31619
2021-03-07,Florida,4098,63,1944987,31682
2021-03-08,Florida,3312,81,1948299,31763
2021-03-09,Florida,4426,125,1952725,31888
2021-03-10,Florida,4853,59,1957578,31947
2021-03-11,Florida,5065,92,1962643,32039
2021-03-12,Florida,5214,105,1967857,32144
2021-03-13,Florida,5244,80,1973101,32224
2021-03-14,Florida,3699,30,1976800,32254
2021-03-15,Florida,2826,93,1979626,32347
2021-03-16,Florida,4791,101,1984417,32448
2021-03-17,Florida,4599,55,1989016,32503
2021-03-18,Florida,5093,94,1994109,32597
2021-03-19,Florida,5140,53,1999249,32650
2021-03-20,Florida,5105,62,2004354,32712
2021-03-21,Florida,3987,29,2008341,32741
2021-03-22,Florida,2862,37,2011203,32778
2021-03-23,Florida,5302,41,2016505,32819
2021-03-24,Florida,5143,30,2021648,32849
2021-03-25,Florida,5773,107,2027421,32956
2021-03-26,Florida,5750,159,2033171,33115
2021-03-27,Florida,5883,26,2039054,33141
2021-03-28,Florida,4943,36,2043997,33177
2021-03-29,Florida,3374,69,2047371,33246
2021-03-30,Florida,5062,91,2052433,33337
2021-03-31,Florida,5294,87,2057727,33424
2021-04-01,Florida,6790,69,2064517,33493
2021-04-02,Florida,6490,92,2071007,33585
2021-04-03,Florida,6017,66,2077024,33651
2021-04-04,Florida,4794,22,2081818,33673
2021-04-05,Florida,3480,36,2085298,33709
2021-04-06,Florida,5556,70,2090854,33779
2021-04-07,Florida,5885,42,2096739,33821
2021-04-08,Florida,7939,84,2104678,33905
2021-04-09,Florida,7121,62,2111799,33967
2021-04-10,Florida,6906,46,2118705,34013
2021-04-11,Florida,5520,7,2124225,34020
2021-04-12,Florida,1613,35,2125838,34055
2021-04-13,Florida,9068,64,2134906,34119
2021-04-14,Florida,6772,44,2141678,34163
2021-04-15,Florida,6762,74,2148440,34237
2021-04-16,Florida,7296,92,2155736,34329
2021-04-17,Florida,6323,74,2162059,34403
2021-04-18,Florida,6834,35,2168893,34438
2021-04-19,Florida,4237,32,2173130,34470
2021-04-20,Florida,5645,62,2178775,34532
2021-04-21,Florida,5571,83,2184346,34615
2021-04-22,Florida,6684,80,2191030,34695
2021-04-23,Florida,5464,63,2196494,34758
2021-04-24,Florida,7411,53,2203905,34811
2021-04-25,Florida,4671,36,2208576,34847
2021-04-26,Florida,3513,64,2212089,34911
2021-04-27,Florida,5271,46,2217360,34957
2021-04-28,Florida,5178,72,2222538,35029
2021-04-29,Florida,5666,54,2228204,35083
2021-04-30,Florida,5306,77,2233510,35160
2021-05-01,Florida,5419,78,2238929,35238
2021-05-02,Florida,3841,29,2242770,35267
2021-05-03,Florida,3075,39,2245845,35306
2021-05-04,Florida,3682,92,2249527,35398
2021-05-05,Florida,4394,79,2253921,35477
2021-05-06,Florida,4504,71,2258425,35548
2021-05-07,Florida,4165,86,2262590,35634
2021-05-08,Florida,3977,65,2266567,35699
2021-05-09,Florida,3231,31,2269798,35730
2021-05-10,Florida,2296,52,2272094,35782
2021-05-11,Florida,3263,48,2275357,35830
2021-05-12,Florida,3184,51,2278541,35881
2021-05-13,Florida,4064,47,2282605,35928
2021-05-14,Florida,3590,71,2286195,35999
2021-05-15,Florida,3319,56,2289514,36055
2021-05-16,Florida,2482,19,2291996,36074
2021-05-17,Florida,1976,58,2293972,36132
2021-05-18,Florida,2805,94,2296777,36226
2021-05-19,Florida,2811,44,2299588,36270
2021-05-20,Florida,2893,76,2302481,36346
2021-05-21,Florida,2371,94,2304852,36440
2021-05-22,Florida,3406,22,2308258,36462
2021-05-23,Florida,2069,11,2310327,36473
2021-05-24,Florida,1606,27,2311933,36500
2021-05-25,Florida,1874,80,2313807,36580
2021-05-26,Florida,2327,66,2316134,36646
2021-05-27,Florida,2338,86,2318472,36732
2021-05-28,Florida,2338,41,2320810,36773
2021-05-29,Florida,0,0,2320810,36773
2021-05-30,Florida,0,0,2320810,36773
2021-05-31,Florida,0,0,2320810,36773
2021-06-01,Florida,5937,95,2326747,36868
2021-06-02,Florida,1234,55,2327981,36923
2021-06-03,Florida,1878,49,2329859,36972
2021-06-04,Florida,-40527,13,2289332,36985
2021-06-05,Florida,0,0,2289332,36985
2021-06-06,Florida,0,0,2289332,36985
2021-06-07,Florida,4717,40,2294049,37025
2021-06-08,Florida,1184,0,2295233,37025
2021-06-09,Florida,1590,136,2296823,37161
2021-06-10,Florida,1726,45,2298549,37206
2021-06-11,Florida,2237,59,2300786,37265
2021-06-12,Florida,0,0,2300786,37265
2021-06-13,Florida,1898,0,2302684,37265
2021-06-14,Florida,2234,65,2304918,37330
2021-06-15,Florida,991,63,2305909,37393
2021-06-16,Florida,1719,55,2307628,37448
2021-06-17,Florida,1626,0,2309254,37448
2021-06-18,Florida,1627,107,2310881,37555
2021-06-19,Florida,0,0,2310881,37555
2021-06-20,Florida,0,0,2310881,37555
2021-06-21,Florida,3678,30,2314559,37585
2021-06-22,Florida,1679,71,2316238,37656
2021-06-23,Florida,1884,22,2318122,37678
2021-06-24,Florida,1935,27,2320057,37705
2021-06-25,Florida,1872,67,2321929,37772
2021-06-26,Florida,0,0,2321929,37772
2021-06-27,Florida,0,0,2321929,37772
2021-06-28,Florida,0,0,2321929,37772
2021-06-29,Florida,5236,64,2327165,37836
2021-06-30,Florida,2319,41,2329484,37877
2021-07-01,Florida,2432,36,2331916,37913
2021-07-02,Florida,5697,72,2337613,37985
2021-07-03,Florida,0,0,2337613,37985
2021-07-04,Florida,0,0,2337613,37985
2021-07-05,Florida,0,0,2337613,37985
2021-07-06,Florida,0,0,2337613,37985
2021-07-07,Florida,9206,0,2346819,37985
2021-07-08,Florida,3911,112,2350730,38097
2021-07-09,Florida,10630,60,2361360,38157
2021-07-10,Florida,0,0,2361360,38157
2021-07-11,Florida,0,0,2361360,38157
2021-07-12,Florida,0,0,2361360,38157
2021-07-13,Florida,15283,54,2376643,38211
2021-07-14,Florida,6425,71,2383068,38282
2021-07-15,Florida,7011,45,2390079,38327
2021-07-16,Florida,16730,61,2406809,38388
2021-07-17,Florida,0,7,2406809,38395
2021-07-18,Florida,0,0,2406809,38395
2021-07-19,Florida,0,0,2406809,38395
2021-07-20,Florida,24017,27,2430826,38422
2021-07-21,Florida,8988,58,2439814,38480
2021-07-22,Florida,12647,86,2452461,38566
2021-07-23,Florida,27514,104,2479975,38670
2021-07-24,Florida,0,0,2479975,38670
2021-07-25,Florida,0,0,2479975,38670
2021-07-26,Florida,0,0,2479975,38670
2021-07-27,Florida,38321,78,2518296,38748
2021-07-28,Florida,16038,92,2534334,38840
2021-07-29,Florida,17589,56,2551923,38896
2021-07-30,Florida,38776,183,2590699,39079
2021-07-31,Florida,0,0,2590699,39079
2021-08-01,Florida,0,0,2590699,39079
2021-08-02,Florida,0,0,2590699,39079
2021-08-03,Florida,50997,100,2641696,39179
2021-08-04,Florida,16935,140,2658631,39319
2021-08-05,Florida,20133,84,2678764,39403
2021-08-06,Florida,46686,292,2725450,39695
2021-08-07,Florida,0,0,2725450,39695
2021-08-08,Florida,0,0,2725450,39695
2021-08-09,Florida,0,239,2725450,39934
2021-08-10,Florida,56610,233,2782060,40167
2021-08-11,Florida,24753,4,2806813,40171
2021-08-12,Florida,20656,357,2827469,40528
2021-08-13,Florida,49745,238,2877214,40766
2021-08-14,Florida,179,0,2877393,40766
2021-08-15,Florida,0,0,2877393,40766
2021-08-16,Florida,56036,357,2933429,41123
2021-08-17,Florida,21669,7,2955098,41130
2021-08-18,Florida,23335,8,2978433,41138
2021-08-19,Florida,15586,799,2994019,41937
2021-08-20,Florida,33935,315,3027954,42252
2021-08-21,Florida,12636,0,3040590,42252
2021-08-22,Florida,0,0,3040590,42252
2021-08-23,Florida,42143,464,3082733,42716
2021-08-24,Florida,21208,6,3103941,42722
2021-08-25,Florida,26203,9,3130144,42731
2021-08-26,Florida,21765,901,3151909,43632
2021-08-27,Florida,27805,347,3179714,43979
2021-08-28,Florida,20968,0,3200682,43979
2021-08-29,Florida,0,0,3200682,43979
2021-08-30,Florida,31164,574,3231846,44553
2021-08-31,Florida,18608,8,3250454,44561
2021-09-01,Florida,19048,10,3269502,44571
2021-09-02,Florida,21723,1338,3291225,45909
2021-09-03,Florida,17691,415,3308916,46324
2021-09-04,Florida,0,0,3308916,46324
2021-09-05,Florida,0,0,3308916,46324
2021-09-06,Florida,0,0,3308916,46324
2021-09-07,Florida,56082,649,3364998,46973
2021-09-08,Florida,13774,4,3378772,46977
2021-09-09,Florida,12386,1296,3391158,48273
2021-09-10,Florida,18007,499,3409165,48772
2021-09-11,Florida,8995,0,3418160,48772
2021-09-12,Florida,0,0,3418160,48772
2021-09-13,Florida,23930,0,3442090,48772
2021-09-14,Florida,11300,482,3453390,49254
2021-09-15,Florida,10723,3,3464113,49257
2021-09-16,Florida,9760,1554,3473873,50811
2021-09-17,Florida,11290,429,3485163,51240
2021-09-18,Florida,9791,0,3494954,51240
2021-09-19,Florida,0,0,3494954,51240
2021-09-20,Florida,9022,644,3503976,51884
2021-09-21,Florida,13201,5,3517177,51889
2021-09-22,Florida,10073,3,3527250,51892
2021-09-23,Florida,4215,1213,3531465,53105
2021-09-24,Florida,7807,475,3539272,53580
2021-09-25,Florida,7020,0,3546292,53580
2021-09-26,Florida,0,0,3546292,53580
2021-09-27,Florida,8804,483,3555096,54063
2021-09-28,Florida,5056,4,3560152,54067
2021-09-29,Florida,5819,4,3565971,54071
2021-09-30,Florida,4781,938,3570752,55009
2021-10-01,Florida,5829,290,3576581,55299
2021-10-02,Florida,4446,0,3581027,55299
2021-10-03,Florida,0,1,3581027,55300
2021-10-04,Florida,5775,319,3586802,55619
2021-10-05,Florida,3598,3,3590400,55622
2021-10-06,Florida,3782,3,3594182,55625
2021-10-07,Florida,3549,782,3597731,56407
2021-10-08,Florida,4024,260,3601755,56667
2021-10-09,Florida,3091,0,3604846,56667
2021-10-10,Florida,0,0,3604846,56667
2021-10-11,Florida,0,0,3604846,56667
2021-10-12,Florida,6921,633,3611767,57300
2021-10-13,Florida,2505,3,3614272,57303
2021-10-14,Florida,3377,408,3617649,57711
2021-10-15,Florida,2913,148,3620562,57859
2021-10-16,Florida,2484,0,3623046,57859
2021-10-17,Florida,0,0,3623046,57859
2021-10-18,Florida,3096,283,3626142,58142
2021-10-19,Florida,2122,1,3628264,58143
2021-10-20,Florida,2571,0,3630835,58143
2021-10-21,Florida,2262,465,3633097,58608
2021-10-22,Florida,2029,195,3635126,58803
2021-10-23,Florida,0,0,3635126,58803
2021-10-24,Florida,0,0,3635126,58803
2021-10-25,Florida,4154,130,3639280,58933
2021-10-26,Florida,2024,0,3641304,58933
2021-10-27,Florida,1887,0,3643191,58933
2021-10-28,Florida,2021,562,3645212,59495
2021-10-29,Florida,2065,175,3647277,59670
2021-10-30,Florida,1666,0,3648943,59670
2021-10-31,Florida,0,0,3648943,59670
2021-11-01,Florida,1694,0,3650637,59670
2021-11-02,Florida,2000,0,3652637,59670
2021-11-03,Florida,1804,0,3654441,59670
2021-11-04,Florida,1569,0,3656010,59670
2021-11-05,Florida,1765,664,3657775,60334
2021-11-06,Florida,1480,0,3659255,60334
2021-11-07,Florida,0,0,3659255,60334
2021-11-08,Florida,1927,84,3661182,60418
2021-11-09,Florida,1775,0,3662957,60418
2021-11-10,Florida,1446,0,3664403,60418
2021-11-11,Florida,0,0,3664403,60418
2021-11-12,Florida,3674,279,3668077,60697
2021-11-13,Florida,1412,1,3669489,60698
2021-11-14,Florida,0,0,3669489,60698
2021-11-15,Florida,1992,147,3671481,60845
2021-11-16,Florida,1552,1,3673033,60846
2021-11-17,Florida,1548,0,3674581,60846
2021-11-18,Florida,2053,0,3676634,60846
2021-11-19,Florida,1334,235,3677968,61081
2021-11-20,Florida,1580,0,3679548,61081
2021-11-21,Florida,0,0,3679548,61081
2021-11-22,Florida,1656,66,3681204,61147
2021-11-23,Florida,1605,0,3682809,61147
2021-11-24,Florida,1523,0,3684332,61147
2021-11-25,Florida,0,0,3684332,61147
2021-11-26,Florida,0,0,3684332,61147
2021-11-27,Florida,0,0,3684332,61147
2021-11-28,Florida,667,0,3684999,61147
2021-11-29,Florida,4789,391,3689788,61538
2021-11-30,Florida,1632,10,3691420,61548
2021-12-01,Florida,2096,0,3693516,61548
2021-12-02,Florida,2125,82,3695641,61630
2021-12-03,Florida,1983,71,3697624,61701
2021-12-04,Florida,2000,0,3699624,61701
2021-12-05,Florida,0,0,3699624,61701
2021-12-06,Florida,2714,88,3702338,61789
2021-12-07,Florida,1675,0,3704013,61789
2021-12-08,Florida,1886,0,3705899,61789
2021-12-09,Florida,2305,218,3708204,62007
2021-12-10,Florida,2420,19,3710624,62026
2021-12-11,Florida,2590,0,3713214,62026
2021-12-12,Florida,0,0,3713214,62026
2021-12-13,Florida,3865,47,3717079,62073
2021-12-14,Florida,3067,0,3720146,62073
2021-12-15,Florida,4127,1,3724273,62074
2021-12-16,Florida,6381,117,3730654,62191
2021-12-17,Florida,8785,29,3739439,62220
2021-12-18,Florida,8709,0,3748148,62220
2021-12-19,Florida,0,0,3748148,62220
2021-12-20,Florida,18404,44,3766552,62264
2021-12-21,Florida,12915,0,3779467,62264
2021-12-22,Florida,20194,0,3799661,62264
2021-12-23,Florida,32869,83,3832530,62347
2021-12-24,Florida,31683,0,3864213,62347
2021-12-25,Florida,0,0,3864213,62347
2021-12-26,Florida,0,0,3864213,62347
2021-12-27,Florida,71957,42,3936170,62389
